1787975038,0, 0, 0
1787975038,1, 0, 0
1787975038,2, 0, 0
1787975038,3, 0, 0
1787975053,0, 0, 0
1787975053,1, 0, 0
1787975053,2, 0, 0
1787975053,3, 0, 0
1787975068,0, 0, 43493
1787975068,1, 0, 273
1787975068,2, 0, 273
1787975068,3, 0, 273
1787975083,0, 0, 43495
1787975083,1, 0, 273
1787975083,2, 0, 273
1787975083,3, 0, 273
1787975098,0, 0, 43495
1787975098,1, 0, 273
1787975098,2, 0, 273
1787975098,3, 0, 273
1787975113,0, 0, 43495
1787975113,1, 0, 273
1787975113,2, 0, 273
1787975113,3, 0, 273
1787975128,0, 0, 43495
1787975128,1, 0, 273
1787975128,2, 0, 273
1787975128,3, 0, 273
1787975143,0, 0, 43495
1787975143,1, 0, 273
1787975143,2, 0, 273
1787975143,3, 0, 273
1787975159,0, 0, 43495
1787975159,1, 0, 273
1787975159,2, 0, 273
1787975159,3, 0, 273
1787975174,0, 0, 43495
1787975174,1, 0, 273
1787975174,2, 0, 273
1787975174,3, 0, 273
1787975189,0, 0, 43495
1787975189,1, 0, 273
1787975189,2, 0, 273
1787975189,3, 0, 273
1787975204,0, 0, 43655
1787975204,1, 0, 43651
1787975204,2, 0, 43651
1787975204,3, 0, 43651
1787975219,0, 25, 43671
1787975219,1, 0, 43667
1787975219,2, 0, 43667
1787975219,3, 23, 43667
1787975234,0, 0, 43671
1787975234,1, 0, 43667
1787975234,2, 0, 43667
1787975234,3, 0, 43667
1787975249,0, 0, 43671
1787975249,1, 0, 43667
1787975249,2, 0, 43667
1787975249,3, 0, 43667
1787975264,0, 0, 43671
1787975264,1, 0, 43667
1787975264,2, 0, 43667
1787975264,3, 0, 43667
1787975279,0, 100, 43697
1787975279,1, 0, 43667
1787975279,2, 0, 43667
1787975279,3, 0, 43667
1787975294,0, 0, 43705
1787975294,1, 0, 43667
1787975294,2, 0, 43667
1787975294,3, 0, 43667
1787975309,0, 0, 43705
1787975309,1, 0, 43667
1787975309,2, 0, 43667
1787975309,3, 0, 43667
1787975324,0, 0, 43705
1787975324,1, 0, 43667
1787975324,2, 0, 43667
1787975324,3, 0, 43667
1787975339,0, 0, 43817
1787975339,1, 0, 43801
1787975339,2, 0, 43801
1787975339,3, 19, 43801
1787975355,0, 100, 43817
1787975355,1, 100, 43801
1787975355,2, 100, 43801
1787975355,3, 100, 43801
1787975370,0, 100, 43817
1787975370,1, 100, 43801
1787975370,2, 100, 43801
1787975370,3, 100, 43801
1787975385,0, 100, 43817
1787975385,1, 100, 43801
1787975385,2, 100, 43801
1787975385,3, 100, 43801
1787975400,0, 100, 43817
1787975400,1, 100, 43801
1787975400,2, 100, 43801
1787975400,3, 100, 43801
1787975415,0, 100, 43817
1787975415,1, 100, 43801
1787975415,2, 100, 43801
1787975415,3, 100, 43801
1787975430,0, 100, 43817
1787975430,1, 100, 43801
1787975430,2, 100, 43801
1787975430,3, 100, 43801
1787975445,0, 100, 43817
1787975445,1, 100, 43801
1787975445,2, 100, 43801
1787975445,3, 100, 43801
1787975460,0, 100, 43817
1787975460,1, 100, 43801
1787975460,2, 100, 43801
1787975460,3, 100, 43801
1787975475,0, 100, 43817
1787975475,1, 100, 43801
1787975475,2, 100, 43801
1787975475,3, 100, 43801
1787975490,0, 100, 43817
1787975490,1, 100, 43801
1787975490,2, 100, 43801
1787975490,3, 100, 43801
1787975505,0, 100, 43817
1787975505,1, 100, 43801
1787975505,2, 100, 43801
1787975505,3, 100, 43801
1787975520,0, 100, 43817
1787975520,1, 100, 43801
1787975520,2, 100, 43801
1787975520,3, 100, 43801
1787975536,0, 100, 43817
1787975536,1, 100, 43801
1787975536,2, 100, 43801
1787975536,3, 100, 43801
1787975551,0, 100, 43817
1787975551,1, 100, 43801
1787975551,2, 100, 43801
1787975551,3, 100, 43801
1787975566,0, 100, 43817
1787975566,1, 100, 43801
1787975566,2, 100, 43801
1787975566,3, 100, 43801
1787975581,0, 100, 43817
1787975581,1, 100, 43801
1787975581,2, 100, 43801
1787975581,3, 100, 43801
1787975596,0, 100, 43817
1787975596,1, 100, 43801
1787975596,2, 100, 43801
1787975596,3, 100, 43801
1787975611,0, 100, 43817
1787975611,1, 100, 43801
1787975611,2, 100, 43801
1787975611,3, 100, 43801
1787975626,0, 100, 43817
1787975626,1, 100, 43801
1787975626,2, 100, 43801
1787975626,3, 100, 43801
1787975641,0, 100, 43817
1787975641,1, 100, 43801
1787975641,2, 100, 43801
1787975641,3, 100, 43801
1787975656,0, 100, 43817
1787975656,1, 100, 43801
1787975656,2, 100, 43801
1787975656,3, 100, 43801
1787975671,0, 99, 43817
1787975671,1, 99, 43801
1787975671,2, 100, 43801
1787975671,3, 99, 43801
1787975687,0, 100, 43817
1787975687,1, 100, 43801
1787975687,2, 100, 43801
1787975687,3, 100, 43801
1787975702,0, 100, 43817
1787975702,1, 100, 43801
1787975702,2, 100, 43801
1787975702,3, 100, 43801
1787975717,0, 100, 43817
1787975717,1, 100, 43801
1787975717,2, 100, 43801
1787975717,3, 100, 43801
1787975732,0, 100, 43817
1787975732,1, 100, 43801
1787975732,2, 100, 43801
1787975732,3, 100, 43801
1787975747,0, 100, 43817
1787975747,1, 100, 43801
1787975747,2, 100, 43801
1787975747,3, 100, 43801
1787975762,0, 100, 43817
1787975762,1, 100, 43801
1787975762,2, 100, 43801
1787975762,3, 100, 43801
1787975777,0, 100, 43817
1787975777,1, 100, 43801
1787975777,2, 100, 43801
1787975777,3, 99, 43801
1787975792,0, 100, 43817
1787975792,1, 100, 43801
1787975792,2, 100, 43801
1787975792,3, 100, 43801
1787975807,0, 100, 43817
1787975807,1, 100, 43801
1787975807,2, 100, 43801
1787975807,3, 100, 43801
1787975822,0, 100, 43817
1787975822,1, 100, 43801
1787975822,2, 100, 43801
1787975822,3, 100, 43801
1787975837,0, 100, 43817
1787975837,1, 100, 43801
1787975837,2, 100, 43801
1787975837,3, 100, 43801
1787975852,0, 100, 43817
1787975852,1, 100, 43801
1787975852,2, 100, 43801
1787975852,3, 100, 43801
1787975868,0, 100, 43817
1787975868,1, 100, 43801
1787975868,2, 100, 43801
1787975868,3, 100, 43801
1787975883,0, 100, 43817
1787975883,1, 100, 43801
1787975883,2, 99, 43801
1787975883,3, 100, 43801
1787975898,0, 100, 43817
1787975898,1, 100, 43801
1787975898,2, 100, 43801
1787975898,3, 100, 43801
1787975913,0, 100, 43817
1787975913,1, 100, 43801
1787975913,2, 100, 43801
1787975913,3, 100, 43801
1787975928,0, 100, 43817
1787975928,1, 100, 43801
1787975928,2, 100, 43801
1787975928,3, 100, 43801
1787975943,0, 100, 43817
1787975943,1, 100, 43801
1787975943,2, 100, 43801
1787975943,3, 100, 43801
1787975958,0, 100, 43817
1787975958,1, 100, 43801
1787975958,2, 100, 43801
1787975958,3, 100, 43801
1787975973,0, 100, 43817
1787975973,1, 100, 43801
1787975973,2, 100, 43801
1787975973,3, 100, 43801
1787975988,0, 99, 43817
1787975988,1, 100, 43801
1787975988,2, 99, 43801
1787975988,3, 99, 43801
1787976004,0, 100, 43817
1787976004,1, 100, 43801
1787976004,2, 100, 43801
1787976004,3, 100, 43801
1787976019,0, 100, 43817
1787976019,1, 100, 43801
1787976019,2, 100, 43801
1787976019,3, 100, 43801
1787976034,0, 100, 43817
1787976034,1, 100, 43801
1787976034,2, 100, 43801
1787976034,3, 100, 43801
1787976049,0, 100, 43817
1787976049,1, 100, 43801
1787976049,2, 100, 43801
1787976049,3, 100, 43801
1787976064,0, 100, 43817
1787976064,1, 100, 43801
1787976064,2, 100, 43801
1787976064,3, 100, 43801
1787976079,0, 100, 43817
1787976079,1, 100, 43801
1787976079,2, 100, 43801
1787976079,3, 100, 43801
1787976094,0, 100, 43817
1787976094,1, 100, 43801
1787976094,2, 100, 43801
1787976094,3, 100, 43801
1787976109,0, 100, 43817
1787976109,1, 100, 43801
1787976109,2, 100, 43801
1787976109,3, 100, 43801
1787976124,0, 100, 43817
1787976124,1, 100, 43801
1787976124,2, 100, 43801
1787976124,3, 100, 43801
1787976139,0, 100, 43817
1787976139,1, 100, 43801
1787976139,2, 100, 43801
1787976139,3, 100, 43801
1787976154,0, 100, 43817
1787976154,1, 100, 43801
1787976154,2, 100, 43801
1787976154,3, 100, 43801
1787976170,0, 100, 43817
1787976170,1, 100, 43801
1787976170,2, 100, 43801
1787976170,3, 100, 43801
1787976185,0, 100, 43817
1787976185,1, 100, 43801
1787976185,2, 100, 43801
1787976185,3, 100, 43801
1787976200,0, 100, 43817
1787976200,1, 100, 43801
1787976200,2, 100, 43801
1787976200,3, 100, 43801
1787976215,0, 100, 43817
1787976215,1, 100, 43801
1787976215,2, 100, 43801
1787976215,3, 100, 43801
1787976230,0, 100, 43817
1787976230,1, 100, 43801
1787976230,2, 100, 43801
1787976230,3, 100, 43801
1787976245,0, 100, 43817
1787976245,1, 100, 43801
1787976245,2, 100, 43801
1787976245,3, 100, 43801
1787976260,0, 100, 43817
1787976260,1, 100, 43801
1787976260,2, 100, 43801
1787976260,3, 100, 43801
1787976275,0, 100, 43817
1787976275,1, 100, 43801
1787976275,2, 100, 43801
1787976275,3, 100, 43801
1787976290,0, 100, 43817
1787976290,1, 100, 43801
1787976290,2, 100, 43801
1787976290,3, 100, 43801
1787976305,0, 100, 43817
1787976305,1, 100, 43801
1787976305,2, 100, 43801
1787976305,3, 100, 43801
1787976320,0, 100, 43817
1787976320,1, 100, 43801
1787976320,2, 100, 43801
1787976320,3, 100, 43801
1787976335,0, 100, 43817
1787976335,1, 100, 43801
1787976335,2, 100, 43801
1787976335,3, 100, 43801
1787976351,0, 100, 43817
1787976351,1, 100, 43801
1787976351,2, 100, 43801
1787976351,3, 100, 43801
1787976366,0, 100, 43817
1787976366,1, 100, 43801
1787976366,2, 100, 43801
1787976366,3, 100, 43801
1787976381,0, 100, 43817
1787976381,1, 100, 43801
1787976381,2, 100, 43801
1787976381,3, 100, 43801
1787976396,0, 100, 43817
1787976396,1, 100, 43801
1787976396,2, 100, 43801
1787976396,3, 100, 43801
1787976411,0, 100, 43817
1787976411,1, 100, 43801
1787976411,2, 100, 43801
1787976411,3, 100, 43801
1787976426,0, 100, 43817
1787976426,1, 100, 43801
1787976426,2, 100, 43801
1787976426,3, 100, 43801
1787976441,0, 100, 43817
1787976441,1, 100, 43801
1787976441,2, 100, 43801
1787976441,3, 100, 43801
1787976456,0, 100, 43817
1787976456,1, 100, 43801
1787976456,2, 100, 43801
1787976456,3, 100, 43801
1787976471,0, 100, 43817
1787976471,1, 100, 43801
1787976471,2, 100, 43801
1787976471,3, 100, 43801
1787976486,0, 100, 43817
1787976486,1, 100, 43801
1787976486,2, 100, 43801
