step	loss.hex	grad_norm.hex	llm_grad_norm.hex	mem_enc_norm.hex	param_norm.hex
179	0x1.433abe0000000p-4	0x1.e6f69e0000000p+0	0x1.8a1f400000000p+0	0x1.07ba060000000p+0	0x1.c2c5e80000000p+10
180	0x1.43baea0000000p-4	0x1.0899040000000p+1	0x1.a5fc400000000p+0	0x1.308b340000000p+0	0x1.c2c5e80000000p+10
181	0x1.c951840000000p-5	0x1.f73f240000000p+1	0x1.929bb20000000p+1	0x1.2b65d80000000p+1	0x1.c2c5e80000000p+10
182	0x1.acf1ee0000000p-5	0x1.256f440000000p+2	0x1.dab3d20000000p+1	0x1.573f660000000p+1	0x1.c2c5ea0000000p+10
183	0x1.d7d1da0000000p-5	0x1.e0bb320000000p+1	0x1.79c5fe0000000p+1	0x1.26251c0000000p+1	0x1.c2c5ea0000000p+10
184	0x1.88102e0000000p-4	0x1.895a8c0000000p+1	0x1.43b76a0000000p+1	0x1.916e1a0000000p+0	0x1.c2c5ea0000000p+10
185	0x1.13f3ba0000000p-4	0x1.faf7980000000p+1	0x1.9454240000000p+1	0x1.2fe2a00000000p+1	0x1.c2c5ea0000000p+10
186	0x1.a92f400000000p-5	0x1.12d4080000000p+3	0x1.96906e0000000p+2	0x1.7143b20000000p+2	0x1.c2c5ea0000000p+10
187	0x1.fab46e0000000p-5	0x1.3327980000000p+1	0x1.fbd1200000000p+0	0x1.45e4b60000000p+0	0x1.c2c5ea0000000p+10
188	0x1.875b060000000p-5	0x1.a8b4a40000000p+1	0x1.4b622c0000000p+1	0x1.0512b80000000p+1	0x1.c2c5ea0000000p+10
189	0x1.8170340000000p-5	0x1.5df0ac0000000p+3	0x1.0e4c600000000p+3	0x1.bb90140000000p+2	0x1.c2c5ea0000000p+10
190	0x1.61e41e0000000p-4	0x1.bc76a80000000p+1	0x1.6a4aea0000000p+1	0x1.e919b20000000p+0	0x1.c2c5ea0000000p+10
191	0x1.630a5a0000000p-3	0x1.0ae0580000000p+7	0x1.908a6c0000000p+6	0x1.60c0ac0000000p+6	0x1.c2c5ea0000000p+10
192	0x1.a461da0000000p-5	0x1.40aa0c0000000p+0	0x1.0e11880000000p+0	0x1.3ab4ca0000000p-1	0x1.c2c5ea0000000p+10
193	0x1.03f3c40000000p-4	0x1.10ce2e0000000p+2	0x1.c031d40000000p+1	0x1.33394a0000000p+1	0x1.c2c5ea0000000p+10
194	0x1.cf41a40000000p-5	0x1.148c920000000p+2	0x1.bd9aca0000000p+1	0x1.4542b00000000p+1	0x1.c2c5ea0000000p+10
195	0x1.b70dce0000000p-5	0x1.5b45200000000p+2	0x1.05bb6a0000000p+2	0x1.c6d2980000000p+1	0x1.c2c5ea0000000p+10
196	0x1.35b7400000000p-4	0x1.97e7ee0000000p+1	0x1.4703580000000p+1	0x1.e1076a0000000p+0	0x1.c2c5ea0000000p+10
197	0x1.47d6960000000p-4	0x1.43cf1c0000000p+1	0x1.15c4b00000000p+1	0x1.3b816c0000000p+0	0x1.c2c5ec0000000p+10
198	0x1.58e78e0000000p-5	0x1.0813180000000p+1	0x1.a0c0940000000p+0	0x1.3e42fc0000000p+0	0x1.c2c5ec0000000p+10
199	0x1.f9be5a0000000p-5	0x1.ac9a040000000p+1	0x1.61b3d20000000p+1	0x1.dde5f80000000p+0	0x1.c2c5ea0000000p+10
200	0x1.e664040000000p-5	0x1.3092120000000p+1	0x1.f088c20000000p+0	0x1.573bfa0000000p+0	0x1.c2c5ea0000000p+10
201	0x1.b641360000000p-5	0x1.100e380000000p+4	0x1.9425440000000p+3	0x1.6bfd4e0000000p+3	0x1.c2c5ea0000000p+10
202	0x1.bd65660000000p-5	0x1.f75d0c0000000p+2	0x1.9172920000000p+2	0x1.2f0ef80000000p+2	0x1.c2c5ec0000000p+10
203	0x1.03584c0000000p-4	0x1.c0e5fe0000000p+4	0x1.5fc3100000000p+4	0x1.16a87a0000000p+4	0x1.c2c5ec0000000p+10
204	0x1.131d880000000p-4	0x1.5532800000000p+3	0x1.0cc7000000000p+3	0x1.a33f160000000p+2	0x1.c2c5ea0000000p+10
205	0x1.6da1b60000000p-5	0x1.8d57a20000000p+0	0x1.566eb40000000p+0	0x1.7047340000000p-1	0x1.c2c5ea0000000p+10
206	0x1.4bc76e0000000p-4	0x1.9ada7e0000000p+0	0x1.5e11240000000p+0	0x1.7fc5060000000p-1	0x1.c2c5ec0000000p+10
207	0x1.175c0e0000000p-4	0x1.8d062a0000000p+0	0x1.5ba7ea0000000p+0	0x1.4f53920000000p-1	0x1.c2c5ea0000000p+10
208	0x1.32927e0000000p-5	0x1.e0a4400000000p+1	0x1.79c0440000000p+1	0x1.26d1b80000000p+1	0x1.c2c5ea0000000p+10
209	0x1.d575140000000p-5	0x1.4373520000000p+1	0x1.0312e00000000p+1	0x1.778c160000000p+0	0x1.c2c5ea0000000p+10
210	0x1.d6cdee0000000p-5	0x1.7604340000000p+1	0x1.1d8c3e0000000p+1	0x1.df29f20000000p+0	0x1.c2c5ea0000000p+10
211	0x1.19213a0000000p-4	0x1.916e420000000p+0	0x1.515d240000000p+0	0x1.99f6080000000p-1	0x1.c2c5ea0000000p+10
212	0x1.1491c00000000p-3	0x1.23df660000000p+6	0x1.c469e00000000p+5	0x1.70b3700000000p+5	0x1.c2c5ea0000000p+10
213	0x1.00826a0000000p-4	0x1.d5f4d60000000p+0	0x1.8f87e80000000p+0	0x1.c690580000000p-1	0x1.c2c5ea0000000p+10
214	0x1.9d31860000000p-5	0x1.c7da1a0000000p+0	0x1.7d6ec40000000p+0	0x1.e0901c0000000p-1	0x1.c2c5ea0000000p+10
215	0x1.feb4800000000p-6	0x1.0fd73e0000000p+1	0x1.ca89640000000p+0	0x1.1c0afc0000000p+0	0x1.c2c5ea0000000p+10
216	0x1.01ab440000000p-4	0x1.3bb9c00000000p+1	0x1.f166000000000p+0	0x1.7c22ca0000000p+0	0x1.c2c5ec0000000p+10
217	0x1.de914e0000000p-5	0x1.85ddee0000000p+1	0x1.3510520000000p+1	0x1.d6416c0000000p+0	0x1.c2c5ea0000000p+10
218	0x1.220e460000000p-5	0x1.6434a40000000p+1	0x1.2524260000000p+1	0x1.8ea69c0000000p+0	0x1.c2c5ec0000000p+10
219	0x1.fd1a140000000p-6	0x1.5db2420000000p+1	0x1.195f8a0000000p+1	0x1.9aa5540000000p+0	0x1.c2c5ec0000000p+10
220	0x1.31365a0000000p-4	0x1.34d64c0000000p+2	0x1.ff51d00000000p+1	0x1.588ada0000000p+1	0x1.c2c5ec0000000p+10
221	0x1.befcb40000000p-5	0x1.11bf120000000p+1	0x1.cb1bc40000000p+0	0x1.2085de0000000p+0	0x1.c2c5ec0000000p+10
222	0x1.d71e960000000p-5	0x1.f28e4c0000000p+1	0x1.8463d60000000p+1	0x1.37333a0000000p+1	0x1.c2c5ec0000000p+10
223	0x1.fc021e0000000p-5	0x1.63781c0000000p+2	0x1.13002a0000000p+2	0x1.bfc6cc0000000p+1	0x1.c2c5ec0000000p+10
224	0x1.d471d40000000p-5	0x1.2cb75c0000000p+0	0x1.f9cd540000000p-1	0x1.15989c0000000p-1	0x1.c2c5ec0000000p+10
225	0x1.455f0e0000000p-4	0x1.93b04a0000000p+2	0x1.416e5a0000000p+2	0x1.e4039c0000000p+1	0x1.c2c5ec0000000p+10
226	0x1.0f5d5a0000000p-4	0x1.0ee0ac0000000p+4	0x1.a649e80000000p+3	0x1.52835e0000000p+3	0x1.c2c5ec0000000p+10
227	0x1.4059ee0000000p-5	0x1.8fe0540000000p+0	0x1.53771a0000000p+0	0x1.9818d60000000p-1	0x1.c2c5ea0000000p+10
228	0x1.1ad1260000000p-4	0x1.3685a40000000p+1	0x1.1088aa0000000p+1	0x1.1b79c60000000p+0	0x1.c2c5ec0000000p+10
229	0x1.3c61e40000000p-4	0x1.0787460000000p+4	0x1.7c15160000000p+3	0x1.6c8f3a0000000p+3	0x1.c2c5ec0000000p+10
230	0x1.bc3bba0000000p-5	0x1.4894720000000p+2	0x1.0578440000000p+2	0x1.8b44680000000p+1	0x1.c2c5ec0000000p+10
231	0x1.1d774a0000000p-5	0x1.a81c760000000p+2	0x1.46fef80000000p+2	0x1.0da2500000000p+2	0x1.c2c5ec0000000p+10
232	0x1.40b1fa0000000p-5	0x1.1326b00000000p+2	0x1.b747220000000p+1	0x1.49eb500000000p+1	0x1.c2c5ea0000000p+10
233	0x1.6bd4340000000p-4	0x1.a28c880000000p+1	0x1.510d9c0000000p+1	0x1.e085920000000p+0	0x1.c2c5ec0000000p+10
234	0x1.f191a40000000p-5	0x1.d6f1240000000p+0	0x1.8965400000000p+0	0x1.defb560000000p-1	0x1.c2c5ec0000000p+10
235	0x1.e034e60000000p-4	0x1.2232480000000p+2	0x1.eae3140000000p+1	0x1.1e34ee0000000p+1	0x1.c2c5ec0000000p+10
236	0x1.e769f40000000p-5	0x1.045ce20000000p+2	0x1.a697320000000p+1	0x1.2d419e0000000p+1	0x1.c2c5ec0000000p+10
237	0x1.91108c0000000p-5	0x1.89a8da0000000p+4	0x1.3662180000000p+4	0x1.e3d6500000000p+3	0x1.c2c5ec0000000p+10
238	0x1.ddec960000000p-5	0x1.5200c20000000p+3	0x1.0b3afe0000000p+3	0x1.9d1ec80000000p+2	0x1.c2c5ec0000000p+10
239	0x1.37dad40000000p-4	0x1.7992ce0000000p+3	0x1.2dfc6e0000000p+3	0x1.c43db00000000p+2	0x1.c2c5ec0000000p+10
240	0x1.f27eaa0000000p-5	0x1.71b2b80000000p+2	0x1.17e4440000000p+2	0x1.e0bb840000000p+1	0x1.c2c5ec0000000p+10
241	0x1.ec7afe0000000p-5	0x1.bf3b9a0000000p+0	0x1.6e68080000000p+0	0x1.db068e0000000p-1	0x1.c2c5ec0000000p+10
242	0x1.5b404c0000000p-5	0x1.b585220000000p+1	0x1.5ca9dc0000000p+1	0x1.06e1440000000p+1	0x1.c2c5ec0000000p+10
243	0x1.e5ae700000000p-5	0x1.ea56d00000000p+1	0x1.8463b60000000p+1	0x1.284a800000000p+1	0x1.c2c5ee0000000p+10
244	0x1.4ed3ba0000000p-5	0x1.a3691e0000000p+0	0x1.5408980000000p+0	0x1.dbdce40000000p-1	0x1.c2c5ee0000000p+10
245	0x1.024fae0000000p-4	0x1.4877c00000000p+1	0x1.0e596c0000000p+1	0x1.6905e60000000p+0	0x1.c2c5ee0000000p+10
246	0x1.4f16ba0000000p-5	0x1.1132620000000p+1	0x1.bf629a0000000p+0	0x1.3477e20000000p+0	0x1.c2c5ee0000000p+10
247	0x1.b27ae60000000p-5	0x1.05425a0000000p+1	0x1.aee50c0000000p+0	0x1.1b536c0000000p+0	0x1.c2c5ee0000000p+10
248	0x1.7b9a040000000p-5	0x1.5c7c120000000p+1	0x1.193f800000000p+1	0x1.93d0d00000000p+0	0x1.c2c5ee0000000p+10
249	0x1.b7e67e0000000p-5	0x1.82b5140000000p+1	0x1.37c66c0000000p+1	0x1.c2283a0000000p+0	0x1.c2c5ee0000000p+10
250	0x1.17e9d60000000p-5	0x1.88ab7e0000000p+0	0x1.40ebe60000000p+0	0x1.b5647c0000000p-1	0x1.c2c5ee0000000p+10
251	0x1.ee30be0000000p-5	0x1.80aaf20000000p+0	0x1.43b4100000000p+0	0x1.8566340000000p-1	0x1.c2c5ee0000000p+10
252	0x1.3518c00000000p-4	0x1.94144c0000000p+1	0x1.4d90740000000p+1	0x1.bbcbba0000000p+0	0x1.c2c5ee0000000p+10
253	0x1.6806360000000p-5	0x1.91418c0000000p+0	0x1.3346a00000000p+0	0x1.f5ca840000000p-1	0x1.c2c5ee0000000p+10
254	0x1.bd46f40000000p-5	0x1.fbb99c0000000p+0	0x1.9144300000000p+0	0x1.2a7cc20000000p+0	0x1.c2c5ee0000000p+10
255	0x1.448e3e0000000p-5	0x1.32655c0000000p+0	0x1.0b33420000000p+0	0x1.0b522e0000000p-1	0x1.c2c5ee0000000p+10
256	0x1.0374f80000000p-4	0x1.cc12b20000000p+1	0x1.602d440000000p+1	0x1.249c8c0000000p+1	0x1.c2c5ee0000000p+10
257	0x1.064e960000000p-4	0x1.2693a60000000p+2	0x1.bbe5960000000p+1	0x1.7fab880000000p+1	0x1.c2c5ee0000000p+10
258	0x1.b404e00000000p-5	0x1.18953a0000000p+2	0x1.a6ce020000000p+1	0x1.6eedfc0000000p+1	0x1.c2c5ee0000000p+10
259	0x1.18f5860000000p-4	0x1.2b434c0000000p+1	0x1.fffc5c0000000p+0	0x1.2e869c0000000p+0	0x1.c2c5ee0000000p+10
260	0x1.5d5b800000000p-5	0x1.74c0740000000p+1	0x1.334b280000000p+1	0x1.9db52c0000000p+0	0x1.c2c5ee0000000p+10
261	0x1.b130540000000p-5	0x1.33fa620000000p+1	0x1.e831b40000000p+0	0x1.6ee1240000000p+0	0x1.c2c5ee0000000p+10
262	0x1.f44ce40000000p-5	0x1.56c4ee0000000p+2	0x1.0112700000000p+2	0x1.c339fc0000000p+1	0x1.c2c5ee0000000p+10
263	0x1.0f93e20000000p-4	0x1.8ac9600000000p+2	0x1.32807a0000000p+2	0x1.eec3760000000p+1	0x1.c2c5ee0000000p+10
264	0x1.3db6740000000p-5	0x1.69b62c0000000p+0	0x1.36e0880000000p+0	0x1.53b62c0000000p-1	0x1.c2c5ee0000000p+10
265	0x1.2a12240000000p-4	0x1.74e4420000000p+1	0x1.4917460000000p+1	0x1.4975300000000p+0	0x1.c2c5ec0000000p+10
266	0x1.e81dee0000000p-6	0x1.0cca0e0000000p+1	0x1.b8a5160000000p+0	0x1.2c9d3a0000000p+0	0x1.c2c5ec0000000p+10
267	0x1.6382560000000p-5	0x1.1a80980000000p+2	0x1.c69f640000000p+1	0x1.4dff6a0000000p+1	0x1.c2c5ee0000000p+10
268	0x1.975e4a0000000p-5	0x1.9b8d340000000p+2	0x1.48904c0000000p+2	0x1.edf2e80000000p+1	0x1.c2c5ee0000000p+10
269	0x1.5756bc0000000p-5	0x1.13b2820000000p+2	0x1.bd0a3c0000000p+1	0x1.43f2160000000p+1	0x1.c2c5ee0000000p+10
270	0x1.8ac47e0000000p-5	0x1.3b0c6e0000000p+0	0x1.00828e0000000p+0	0x1.5608ae0000000p-1	0x1.c2c5ee0000000p+10
271	0x1.0a6c5a0000000p-4	0x1.89ece40000000p+0	0x1.45dd8e0000000p+0	0x1.a4cbe40000000p-1	0x1.c2c5ee0000000p+10
272	0x1.9bd4860000000p-5	0x1.2c38f00000000p+1	0x1.c9e6920000000p+0	0x1.7d2bf00000000p+0	0x1.c2c5ee0000000p+10
273	0x1.c7acee0000000p-5	0x1.f76be00000000p+0	0x1.9f361a0000000p+0	0x1.130f0a0000000p+0	0x1.c2c5ee0000000p+10
274	0x1.3e76300000000p-5	0x1.864d260000000p+1	0x1.35e37a0000000p+1	0x1.d89dfe0000000p+0	0x1.c2c5ee0000000p+10
275	0x1.d75bf40000000p-6	0x1.b065de0000000p+0	0x1.59b3e20000000p+0	0x1.ff09e40000000p-1	0x1.c2c5ee0000000p+10
276	0x1.8803ee0000000p-5	0x1.0c06460000000p+1	0x1.cbb3000000000p+0	0x1.0af6c20000000p+0	0x1.c2c5ee0000000p+10
277	0x1.3eeafa0000000p-4	0x1.87b41e0000000p+2	0x1.3e4d220000000p+2	0x1.c56bd60000000p+1	0x1.c2c5ee0000000p+10
278	0x1.04f6820000000p-4	0x1.3960120000000p+1	0x1.feb3920000000p+0	0x1.5f81340000000p+0	0x1.c2c5ee0000000p+10
279	0x1.8d8dbe0000000p-5	0x1.7d46ac0000000p+1	0x1.41e76e0000000p+1	0x1.90040c0000000p+0	0x1.c2c5ee0000000p+10
280	0x1.24dc480000000p-5	0x1.474e660000000p+1	0x1.1368b00000000p+1	0x1.5babb40000000p+0	0x1.c2c5ee0000000p+10
281	0x1.602bee0000000p-5	0x1.97707c0000000p+0	0x1.5858980000000p+0	0x1.a301920000000p-1	0x1.c2c5ee0000000p+10
282	0x1.1396fe0000000p-4	0x1.54caba0000000p+1	0x1.1d867a0000000p+1	0x1.672c340000000p+0	0x1.c2c5ee0000000p+10
283	0x1.16401e0000000p-4	0x1.a933220000000p+0	0x1.50ee2a0000000p+0	0x1.e7abde0000000p-1	0x1.c2c5ee0000000p+10
284	0x1.e313860000000p-5	0x1.219f1c0000000p+2	0x1.eced220000000p+1	0x1.2d8d200000000p+1	0x1.c2c5ee0000000p+10
285	0x1.6c25760000000p-5	0x1.7e0c540000000p+1	0x1.4742160000000p+1	0x1.84aeb60000000p+0	0x1.c2c5ee0000000p+10
286	0x1.0a198c0000000p-5	0x1.5280760000000p+0	0x1.1ebc1c0000000p+0	0x1.5c2ca80000000p-1	0x1.c2c5ee0000000p+10
287	0x1.851c5a0000000p-4	0x1.6011200000000p+1	0x1.166ae60000000p+1	0x1.25c6e20000000p+0	0x1.c2c5f00000000p+10
288	0x1.2478360000000p-4	0x1.be69260000000p+0	0x1.7b3a2c0000000p+0	0x1.ad3a5e0000000p-1	0x1.c2c5f00000000p+10
289	0x1.1441600000000p-5	0x1.01e9820000000p+4	0x1.9ee49a0000000p+3	0x1.3232260000000p+3	0x1.c2c5f00000000p+10
290	0x1.1b4b1e0000000p-5	0x1.16d62e0000000p+1	0x1.b8fb400000000p+0	0x1.4e558e0000000p+0	0x1.c2c5f00000000p+10
291	0x1.5856900000000p-5	0x1.3cec3a0000000p+2	0x1.02ac100000000p+2	0x1.6c7bb00000000p+1	0x1.c2c5ee0000000p+10
292	0x1.3721120000000p-5	0x1.32a2fc0000000p+1	0x1.ecd8d00000000p+0	0x1.691f6c0000000p+0	0x1.c2c5ee0000000p+10
293	0x1.22df2e0000000p-4	0x1.066d180000000p+2	0x1.99bebe0000000p+1	0x1.407d640000000p+1	0x1.c2c5f00000000p+10
294	0x1.11cfee0000000p-5	0x1.88e8be0000000p+0	0x1.3d87960000000p+0	0x1.bb54360000000p-1	0x1.c2c5f00000000p+10
295	0x1.0844420000000p-5	0x1.2a47320000000p+1	0x1.db54ec0000000p+0	0x1.6507f00000000p+0	0x1.c2c5f00000000p+10
296	0x1.5dd6440000000p-5	0x1.1560800000000p+2	0x1.bb667c0000000p+1	0x1.4b8cb20000000p+1	0x1.c2c5f00000000p+10
297	0x1.500fdc0000000p-5	0x1.3e98fe0000000p+1	0x1.fea2c80000000p+0	0x1.78d8900000000p+0	0x1.c2c5ee0000000p+10
298	0x1.ce3f6a0000000p-5	0x1.deab860000000p+0	0x1.99f4280000000p+0	0x1.d96d420000000p-1	0x1.c2c5ee0000000p+10
299	0x1.c8a2760000000p-5	0x1.3e3c440000000p+1	0x1.084d2a0000000p+1	0x1.5c8bdc0000000p+0	0x1.c2c5ee0000000p+10
300	0x1.36dcca0000000p-5	0x1.1cf3920000000p+1	0x1.ccbfce0000000p+0	0x1.4757620000000p+0	0x1.c2c5ee0000000p+10
301	0x1.0d04ea0000000p-4	0x1.8a21200000000p+0	0x1.573ef00000000p+0	0x1.5aebb20000000p-1	0x1.c2c5ee0000000p+10
302	0x1.315d9c0000000p-5	0x1.9a97540000000p+1	0x1.3f96e80000000p+1	0x1.ff6ca20000000p+0	0x1.c2c5ee0000000p+10
303	0x1.b3cca00000000p-5	0x1.7a6dd80000000p+2	0x1.2e64680000000p+2	0x1.c4a9520000000p+1	0x1.c2c5ee0000000p+10
304	0x1.6499de0000000p-5	0x1.c641580000000p+1	0x1.4d34bc0000000p+1	0x1.3343240000000p+1	0x1.c2c5f00000000p+10
305	0x1.724bbe0000000p-5	0x1.8098d60000000p+0	0x1.44dcfc0000000p+0	0x1.87c5d60000000p-1	0x1.c2c5f00000000p+10
306	0x1.e221ca0000000p-6	0x1.cb0d960000000p+0	0x1.83c28e0000000p+0	0x1.d9e7d80000000p-1	0x1.c2c5f00000000p+10
307	0x1.e027560000000p-6	0x1.77aeaa0000000p+1	0x1.27fd840000000p+1	0x1.c9a8420000000p+0	0x1.c2c5f00000000p+10
308	0x1.a3dab40000000p-5	0x1.d160c00000000p+0	0x1.8b74d00000000p+0	0x1.d2aa8e0000000p-1	0x1.c2c5f00000000p+10
309	0x1.e23c240000000p-5	0x1.158bda0000000p+1	0x1.c384880000000p+0	0x1.22f4380000000p+0	0x1.c2c5f00000000p+10
310	0x1.4ef6a40000000p-4	0x1.76d2320000000p+3	0x1.1acc5a0000000p+3	0x1.eb3cf20000000p+2	0x1.c2c5f00000000p+10
311	0x1.87682e0000000p-6	0x1.cad2840000000p+0	0x1.7d62380000000p+0	0x1.ef22b80000000p-1	0x1.c2c5f00000000p+10
312	0x1.5541340000000p-5	0x1.b8dfea0000000p+0	0x1.7f61200000000p+0	0x1.9914780000000p-1	0x1.c2c5f00000000p+10
313	0x1.839b760000000p-5	0x1.678c380000000p+1	0x1.35bc640000000p+1	0x1.657b4e0000000p+0	0x1.c2c5f00000000p+10
314	0x1.64de2e0000000p-5	0x1.1ac5780000000p+1	0x1.d81fee0000000p+0	0x1.2f3c300000000p+0	0x1.c2c5f00000000p+10
315	0x1.2ee5260000000p-5	0x1.6450060000000p+0	0x1.3294f80000000p+0	0x1.5300580000000p-1	0x1.c2c5f20000000p+10
316	0x1.66afae0000000p-5	0x1.7596840000000p+1	0x1.336c9e0000000p+1	0x1.a472720000000p+0	0x1.c2c5f00000000p+10
317	0x1.7fe37a0000000p-5	0x1.846a400000000p+0	0x1.463d400000000p+0	0x1.9629580000000p-1	0x1.c2c5f00000000p+10
318	0x1.16dcc00000000p-5	0x1.8d2bc40000000p+0	0x1.39864a0000000p+0	0x1.d9e8380000000p-1	0x1.c2c5f00000000p+10
319	0x1.bb11b40000000p-6	0x1.01d7ec0000000p+1	0x1.af48ae0000000p+0	0x1.16826c0000000p+0	0x1.c2c5f00000000p+10
320	0x1.55d7f20000000p-5	0x1.49b00e0000000p+0	0x1.1480aa0000000p+0	0x1.4a89680000000p-1	0x1.c2c5f20000000p+10
321	0x1.2165560000000p-5	0x1.35996a0000000p+0	0x1.0724760000000p+0	0x1.366c520000000p-1	0x1.c2c5f20000000p+10
322	0x1.7dbf580000000p-5	0x1.f088f80000000p+0	0x1.ac55960000000p+0	0x1.de1fa00000000p-1	0x1.c2c5f20000000p+10
323	0x1.a5faaa0000000p-6	0x1.97f55e0000000p-1	0x1.5c842c0000000p-1	0x1.7b54160000000p-2	0x1.c2c5f20000000p+10
324	0x1.2369b20000000p-5	0x1.8bcabc0000000p+0	0x1.44d5240000000p+0	0x1.b88fd40000000p-1	0x1.c2c5f20000000p+10
325	0x1.8c29740000000p-5	0x1.5126000000000p+0	0x1.1c7ef20000000p+0	0x1.50c2f80000000p-1	0x1.c2c5f20000000p+10
326	0x1.3ab2b00000000p-5	0x1.2df40a0000000p+2	0x1.e14e300000000p+1	0x1.6a85cc0000000p+1	0x1.c2c5f20000000p+10
327	0x1.ec974a0000000p-5	0x1.12f09e0000000p+2	0x1.c6c55a0000000p+1	0x1.32bf700000000p+1	0x1.c2c5f20000000p+10
328	0x1.4ee5360000000p-5	0x1.2a943c0000000p+2	0x1.e44d540000000p+1	0x1.5b86880000000p+1	0x1.c2c5f20000000p+10
329	0x1.4187be0000000p-5	0x1.21fc220000000p+3	0x1.a5b9d80000000p+2	0x1.8dbf9a0000000p+2	0x1.c2c5f00000000p+10
330	0x1.46cde80000000p-5	0x1.7e48560000000p+0	0x1.31c76e0000000p+0	0x1.badbc40000000p-1	0x1.c2c5f00000000p+10
331	0x1.23754a0000000p-5	0x1.6712fa0000000p+2	0x1.0b4a620000000p+2	0x1.de36de0000000p+1	0x1.c2c5f20000000p+10
332	0x1.c079040000000p-5	0x1.8ab0ae0000000p+2	0x1.21c4ea0000000p+2	0x1.0b652e0000000p+2	0x1.c2c5f20000000p+10
333	0x1.a1ee360000000p-5	0x1.d7279a0000000p+1	0x1.6008dc0000000p+1	0x1.35f22e0000000p+1	0x1.c2c5f00000000p+10
334	0x1.c6d42e0000000p-6	0x1.b9db940000000p-1	0x1.70b1da0000000p-1	0x1.9d17d20000000p-2	0x1.c2c5f20000000p+10
335	0x1.b69f900000000p-5	0x1.0c1d840000000p+3	0x1.9195f80000000p+2	0x1.62a0de0000000p+2	0x1.c2c5f20000000p+10
336	0x1.d310360000000p-5	0x1.e2843a0000000p+1	0x1.99d4640000000p+1	0x1.f7f4c80000000p+0	0x1.c2c5f20000000p+10
337	0x1.84797a0000000p-5	0x1.81b5380000000p+2	0x1.45d1720000000p+2	0x1.9b09980000000p+1	0x1.c2c5f20000000p+10
338	0x1.4630a00000000p-5	0x1.96f9260000000p+0	0x1.4cd7c20000000p+0	0x1.c146d00000000p-1	0x1.c2c5f20000000p+10
339	0x1.3f60200000000p-5	0x1.3f8b340000000p+0	0x1.15cf520000000p+0	0x1.16a96a0000000p-1	0x1.c2c5f20000000p+10
340	0x1.e3044a0000000p-5	0x1.fa62520000000p+0	0x1.ae342e0000000p+0	0x1.02b01e0000000p+0	0x1.c2c5f20000000p+10
341	0x1.92d8be0000000p-5	0x1.29ec700000000p+1	0x1.c5ed360000000p+0	0x1.798fe80000000p+0	0x1.c2c5f20000000p+10
342	0x1.1237fe0000000p-5	0x1.5212560000000p+0	0x1.15a66e0000000p+0	0x1.7439c60000000p-1	0x1.c2c5f00000000p+10
343	0x1.ab09fa0000000p-5	0x1.478fc00000000p+1	0x1.ef87680000000p+0	0x1.a591a40000000p+0	0x1.c2c5f00000000p+10
344	0x1.11b02e0000000p-5	0x1.3a61e80000000p+0	0x1.0022f00000000p+0	0x1.5899800000000p-1	0x1.c2c5f00000000p+10
345	0x1.d13c340000000p-6	0x1.5e5f020000000p+0	0x1.29b0020000000p+0	0x1.64b3f80000000p-1	0x1.c2c5f00000000p+10
346	0x1.7cb3be0000000p-5	0x1.68a5960000000p+1	0x1.379afc0000000p+1	0x1.618fd40000000p+0	0x1.c2c5f00000000p+10
347	0x1.22e9560000000p-4	0x1.62a07a0000000p+1	0x1.2d40260000000p+1	0x1.695a9e0000000p+0	0x1.c2c5f00000000p+10
348	0x1.31ffce0000000p-5	0x1.8f9db20000000p+0	0x1.59b4b60000000p+0	0x1.7ed88a0000000p-1	0x1.c2c5f20000000p+10
349	0x1.95443a0000000p-5	0x1.7b10580000000p+1	0x1.3debe40000000p+1	0x1.9209000000000p+0	0x1.c2c5f00000000p+10
350	0x1.4dfb420000000p-5	0x1.eb572e0000000p+0	0x1.8fcebc0000000p+0	0x1.d5a8fe0000000p-1	0x1.c2c5f00000000p+10
351	0x1.df36c40000000p-6	0x1.fc4aaa0000000p+1	0x1.a9a54c0000000p+1	0x1.13bdb00000000p+1	0x1.c2c5f20000000p+10
352	0x1.8592e00000000p-6	0x1.70bcb00000000p-1	0x1.437be00000000p-1	0x1.32c3a40000000p-2	0x1.c2c5f20000000p+10
353	0x1.ac2ef60000000p-6	0x1.6596940000000p+0	0x1.20dac80000000p+0	0x1.9ad9d20000000p-1	0x1.c2c5f20000000p+10
354	0x1.34c3de0000000p-5	0x1.27eece0000000p+1	0x1.ed92940000000p+0	0x1.39482a0000000p+0	0x1.c2c5f20000000p+10
355	0x1.9bfcfa0000000p-5	0x1.8357b20000000p+0	0x1.4990ae0000000p+0	0x1.71f2220000000p-1	0x1.c2c5f20000000p+10
356	0x1.efe1e00000000p-6	0x1.0bd8480000000p+1	0x1.c419960000000p+0	0x1.1626f80000000p+0	0x1.c2c5f20000000p+10
357	0x1.a9f56e0000000p-6	0x1.5203500000000p+0	0x1.1d82e20000000p+0	0x1.59f1080000000p-1	0x1.c2c5f20000000p+10
358	0x1.ad46ba0000000p-5	0x1.0ec8740000000p+2	0x1.c0edf00000000p+1	0x1.2ad2e20000000p+1	0x1.c2c5f20000000p+10
359	0x1.0b33500000000p-5	0x1.fa17be0000000p+0	0x1.9e4e580000000p+0	0x1.1e09e00000000p+0	0x1.c2c5f20000000p+10
