2026/08/26 20:47:06.915, 0, 0 %, 0 %, 1017 MiB, 80.40 W
2026/08/26 20:47:06.917, 1, 0 %, 0 %, 9 MiB, 95.34 W
2026/08/26 20:47:07.420, 0, 0 %, 0 %, 1017 MiB, 74.91 W
2026/08/26 20:47:07.496, 1, 0 %, 0 %, 9 MiB, 95.48 W
2026/08/26 20:47:08.114, 0, 0 %, 0 %, 1017 MiB, 73.72 W
2026/08/26 20:47:08.114, 1, 0 %, 0 %, 9 MiB, 95.48 W
2026/08/26 20:47:08.615, 0, 0 %, 0 %, 1017 MiB, 73.31 W
2026/08/26 20:47:08.703, 1, 0 %, 0 %, 9 MiB, 89.02 W
2026/08/26 20:47:09.204, 0, 0 %, 0 %, 1017 MiB, 73.31 W
2026/08/26 20:47:09.204, 1, 0 %, 0 %, 9 MiB, 89.02 W
2026/08/26 20:47:09.793, 0, 0 %, 0 %, 1017 MiB, 67.60 W
2026/08/26 20:47:09.793, 1, 0 %, 0 %, 9 MiB, 67.53 W
2026/08/26 20:47:10.294, 0, 0 %, 0 %, 1017 MiB, 67.60 W
2026/08/26 20:47:10.377, 1, 0 %, 0 %, 9 MiB, 67.53 W
2026/08/26 20:47:10.999, 0, 0 %, 0 %, 1017 MiB, 61.15 W
2026/08/26 20:47:10.999, 1, 0 %, 0 %, 9 MiB, 56.59 W
2026/08/26 20:47:11.499, 0, 0 %, 0 %, 1017 MiB, 61.15 W
2026/08/26 20:47:11.523, 1, 0 %, 0 %, 9 MiB, 71.11 W
2026/08/26 20:47:12.143, 0, 0 %, 0 %, 1017 MiB, 72.91 W
2026/08/26 20:47:12.143, 1, 0 %, 0 %, 9 MiB, 71.11 W
2026/08/26 20:47:12.643, 0, 0 %, 0 %, 1017 MiB, 86.61 W
2026/08/26 20:47:12.675, 1, 0 %, 0 %, 9 MiB, 76.38 W
2026/08/26 20:47:13.302, 0, 0 %, 0 %, 1017 MiB, 86.61 W
2026/08/26 20:47:13.302, 1, 0 %, 0 %, 9 MiB, 76.38 W
2026/08/26 20:47:13.802, 0, 0 %, 0 %, 1017 MiB, 77.87 W
2026/08/26 20:47:13.802, 1, 0 %, 0 %, 9 MiB, 71.21 W
2026/08/26 20:47:14.303, 0, 0 %, 0 %, 1017 MiB, 77.87 W
2026/08/26 20:47:14.386, 1, 0 %, 0 %, 9 MiB, 71.21 W
2026/08/26 20:47:15.011, 0, 0 %, 0 %, 1017 MiB, 58.26 W
2026/08/26 20:47:15.012, 1, 0 %, 0 %, 9 MiB, 61.45 W
2026/08/26 20:47:15.512, 0, 0 %, 0 %, 1017 MiB, 58.26 W
2026/08/26 20:47:15.538, 1, 0 %, 0 %, 9 MiB, 64.78 W
