2026/09/26 01:46:31.107, 4, 0, 0
2026/09/26 01:46:31.107, 5, 0, 0
2026/09/26 01:46:31.108, 6, 0, 0
2026/09/26 01:46:31.109, 7, 0, 0
2026/09/26 01:46:31.185, 4, 0, 0
2026/09/26 01:46:31.185, 5, 0, 0
2026/09/26 01:46:31.186, 6, 0, 0
2026/09/26 01:46:31.186, 7, 0, 0
2026/09/26 01:46:31.687, 4, 0, 0
2026/09/26 01:46:31.687, 5, 0, 0
2026/09/26 01:46:31.687, 6, 0, 0
2026/09/26 01:46:31.687, 7, 0, 0
2026/09/26 01:46:32.187, 4, 0, 0
2026/09/26 01:46:32.187, 5, 0, 0
2026/09/26 01:46:32.187, 6, 0, 0
2026/09/26 01:46:32.187, 7, 0, 0
2026/09/26 01:46:32.687, 4, 0, 0
2026/09/26 01:46:32.687, 5, 0, 0
2026/09/26 01:46:32.688, 6, 0, 0
2026/09/26 01:46:32.688, 7, 0, 0
2026/09/26 01:46:33.188, 4, 0, 0
2026/09/26 01:46:33.188, 5, 0, 0
2026/09/26 01:46:33.188, 6, 0, 0
2026/09/26 01:46:33.188, 7, 0, 0
2026/09/26 01:46:33.688, 4, 0, 0
2026/09/26 01:46:33.688, 5, 0, 0
2026/09/26 01:46:33.688, 6, 0, 0
2026/09/26 01:46:33.688, 7, 0, 0
2026/09/26 01:46:34.188, 4, 0, 0
2026/09/26 01:46:34.188, 5, 0, 0
2026/09/26 01:46:34.188, 6, 0, 0
2026/09/26 01:46:34.188, 7, 0, 0
2026/09/26 01:46:34.688, 4, 0, 0
2026/09/26 01:46:34.688, 5, 0, 0
2026/09/26 01:46:34.688, 6, 0, 0
2026/09/26 01:46:34.688, 7, 0, 0
2026/09/26 01:46:35.188, 4, 0, 0
2026/09/26 01:46:35.188, 5, 0, 0
2026/09/26 01:46:35.188, 6, 0, 0
2026/09/26 01:46:35.188, 7, 0, 0
2026/09/26 01:46:35.688, 4, 0, 0
2026/09/26 01:46:35.689, 5, 0, 0
2026/09/26 01:46:35.689, 6, 0, 0
2026/09/26 01:46:35.689, 7, 0, 0
2026/09/26 01:46:36.189, 4, 0, 0
2026/09/26 01:46:36.189, 5, 0, 0
2026/09/26 01:46:36.189, 6, 0, 0
2026/09/26 01:46:36.189, 7, 0, 0
2026/09/26 01:46:36.689, 4, 0, 0
2026/09/26 01:46:36.689, 5, 0, 0
2026/09/26 01:46:36.689, 6, 0, 0
2026/09/26 01:46:36.689, 7, 0, 0
2026/09/26 01:46:37.189, 4, 0, 1
2026/09/26 01:46:37.198, 5, 0, 1
2026/09/26 01:46:37.198, 6, 0, 1
2026/09/26 01:46:37.198, 7, 0, 1
2026/09/26 01:46:37.698, 4, 0, 21
2026/09/26 01:46:37.698, 5, 0, 21
2026/09/26 01:46:37.698, 6, 0, 21
2026/09/26 01:46:37.698, 7, 0, 21
2026/09/26 01:46:38.199, 4, 2, 77527
2026/09/26 01:46:38.199, 5, 0, 427
2026/09/26 01:46:38.199, 6, 2, 427
2026/09/26 01:46:38.199, 7, 2, 427
2026/09/26 01:46:38.699, 4, 0, 77527
2026/09/26 01:46:38.699, 5, 0, 427
2026/09/26 01:46:38.699, 6, 0, 427
2026/09/26 01:46:38.699, 7, 0, 427
2026/09/26 01:46:39.200, 4, 0, 77527
2026/09/26 01:46:39.200, 5, 0, 427
2026/09/26 01:46:39.200, 6, 0, 427
2026/09/26 01:46:39.200, 7, 0, 427
2026/09/26 01:46:39.700, 4, 0, 77529
2026/09/26 01:46:39.700, 5, 0, 427
2026/09/26 01:46:39.700, 6, 0, 427
2026/09/26 01:46:39.700, 7, 0, 427
2026/09/26 01:46:40.200, 4, 0, 77529
2026/09/26 01:46:40.200, 5, 0, 427
2026/09/26 01:46:40.200, 6, 0, 427
2026/09/26 01:46:40.200, 7, 0, 427
2026/09/26 01:46:40.700, 4, 0, 77529
2026/09/26 01:46:40.700, 5, 0, 427
2026/09/26 01:46:40.700, 6, 0, 427
2026/09/26 01:46:40.700, 7, 0, 427
2026/09/26 01:46:41.200, 4, 0, 77529
2026/09/26 01:46:41.200, 5, 0, 427
2026/09/26 01:46:41.200, 6, 0, 427
2026/09/26 01:46:41.200, 7, 0, 427
2026/09/26 01:46:41.701, 4, 0, 77529
2026/09/26 01:46:41.701, 5, 0, 427
2026/09/26 01:46:41.701, 6, 0, 427
2026/09/26 01:46:41.701, 7, 0, 427
2026/09/26 01:46:42.201, 4, 0, 77529
2026/09/26 01:46:42.201, 5, 0, 427
2026/09/26 01:46:42.201, 6, 0, 427
2026/09/26 01:46:42.201, 7, 0, 427
2026/09/26 01:46:42.701, 4, 0, 77529
2026/09/26 01:46:42.701, 5, 0, 427
2026/09/26 01:46:42.701, 6, 0, 427
2026/09/26 01:46:42.701, 7, 0, 427
2026/09/26 01:46:43.201, 4, 0, 77529
2026/09/26 01:46:43.201, 5, 0, 427
2026/09/26 01:46:43.201, 6, 0, 427
2026/09/26 01:46:43.201, 7, 0, 427
2026/09/26 01:46:43.701, 4, 0, 77529
2026/09/26 01:46:43.701, 5, 0, 427
2026/09/26 01:46:43.701, 6, 0, 427
2026/09/26 01:46:43.701, 7, 0, 427
2026/09/26 01:46:44.201, 4, 0, 77529
2026/09/26 01:46:44.202, 5, 0, 427
2026/09/26 01:46:44.202, 6, 0, 427
2026/09/26 01:46:44.202, 7, 0, 427
2026/09/26 01:46:44.702, 4, 0, 77529
2026/09/26 01:46:44.702, 5, 0, 427
2026/09/26 01:46:44.702, 6, 0, 427
2026/09/26 01:46:44.702, 7, 0, 427
2026/09/26 01:46:45.202, 4, 0, 77529
2026/09/26 01:46:45.202, 5, 0, 427
2026/09/26 01:46:45.202, 6, 0, 427
2026/09/26 01:46:45.202, 7, 0, 427
2026/09/26 01:46:45.702, 4, 0, 77529
2026/09/26 01:46:45.702, 5, 0, 427
2026/09/26 01:46:45.702, 6, 0, 427
2026/09/26 01:46:45.702, 7, 0, 427
2026/09/26 01:46:46.202, 4, 0, 77529
