1787939542,48834524,0
1787939557,48834544,0
1787939572,48870988,0
1787939587,48871024,0
1787939602,48871052,0
1787939617,48871076,0
1787939632,48906752,0
1787939647,48906840,0
1787939662,48906864,0
1787939677,48907564,0
1787939692,48907472,0
1787939707,48907036,0
1787939722,48907188,0
1787939737,48907196,0
1787939752,48907216,0
1787939767,48878208,0
1787939782,48878224,0
1787939797,48878364,0
1787939812,48878376,0
1787939827,48878388,0
1787939842,48878408,0
1787939857,48846036,0
1787939872,48846048,0
1787939887,48846060,0
1787939902,48846064,0
1787939917,49092192,0
1787939932,49475920,0
1787939948,50740540,0
1787939963,51647072,0
1787939978,52817924,0
1787939993,53048032,0
1787940008,53048056,0
1787940023,53961124,0
1787940038,54146124,0
1787940053,54146128,0
1787940068,54463328,0
1787940083,54595116,0
1787940098,54595084,0
1787940113,54988240,0
1787940128,55098224,0
1787940143,55571968,0
1787940158,55529904,0
1787940173,55531064,0
1787940188,55585332,0
1787940203,56125736,0
1787940218,56125768,0
1787940233,56202232,0
1787940248,56688412,0
1787940263,56688384,0
1787940278,56815312,0
1787940293,57084604,0
1787940308,57084412,0
1787940323,55824960,0
1787940338,56234972,0
1787940353,56300640,0
1787940368,56742620,0
1787940383,56743140,0
1787940398,57026824,0
1787940413,57232932,0
1787940428,57276404,0
1787940443,57276924,0
1787940458,57277212,0
1787940473,57320920,0
1787940488,57277220,0
1787940503,57277228,0
1787940518,57278052,0
1787940533,57750116,0
1787940548,57278016,0
1787940563,57277536,0
1787940578,57277548,0
1787940593,57342812,0
1787940608,57277324,0
1787940623,57375380,0
1787940638,57277600,0
1787940653,57278124,0
1787940668,57296512,0
1787940683,57278196,0
1787940698,57278372,0
1787940713,57278428,0
1787940728,57278436,0
1787940743,57278456,0
1787940758,57286872,0
1787940773,57759548,0
1787940788,57286916,0
1787940803,57286956,0
1787940818,57287184,0
1787940833,57759852,0
1787940848,55930384,0
1787940863,56340560,0
1787940878,56406652,0
1787940893,56799540,0
1787940908,56832316,0
1787940923,56849592,0
1787940938,57322272,0
1787940953,57366248,0
1787940968,57366352,0
1787940983,57366480,0
1787940998,57366536,0
1787941013,57366560,0
1787941028,57382504,0
1787941043,57543612,0
1787941058,57366852,0
1787941073,57366852,0
1787941088,57366604,0
1787941103,57391372,0
1787941118,57367156,0
1787941133,57367380,0
1787941148,57367424,0
1787941163,57373488,0
1787941178,57367540,0
1787941193,57367352,0
1787941209,57367748,0
1787941224,57367756,0
1787941239,57376748,0
1787941254,57848840,0
1787941269,57376228,0
1787941284,57376336,0
1787941299,57387060,0
1787941314,56019656,0
